liter_size,state_btl_cost($),btl_price($),bottle_qty
750,13.00,19.49,1
1000,11.75,17.62,24
750,10.00,15.00,12
1000,15.50,23.25,48
1000,11.00,16.50,12
1000,6.66,9.99,1
750,10.00,15.00,12
750,6.94,10.91,1
1000,7.62,11.43,144
750,8.84,13.51,2
1000,4.05,6.08,60
750,10.98,16.47,6
750,5.25,7.87,12
750,4.50,6.75,12
750,6.30,9.45,12
1000,4.75,7.13,12
1000,7.62,11.43,36
1000,7.62,11.43,12
1000,7.62,11.43,96
750,27.00,40.50,24
1000,2.22,3.33,24
750,3.32,4.98,12
1000,4.54,6.81,12
750,5.25,7.87,12
750,4.09,6.14,12
1000,6.14,9.21,12
750,6.43,9.64,2
1000,2.13,3.19,12
1000,12.48,18.72,84
750,15.46,23.19,12
1750,11.96,17.93,6
750,14.75,22.13,12
750,28.50,42.75,6
1750,20.25,30.37,6
1000,11.55,17.32,36
1000,7.02,10.53,24
1750,11.02,16.53,6
750,5.23,7.84,12
1750,8.98,13.47,6
1750,7.46,11.19,12
750,6.05,9.08,3
1750,7.17,10.76,12
750,7.70,11.55,3
750,13.60,20.39,4
750,7.00,10.49,12
750,6.30,9.45,12
750,13.00,19.49,3
750,11.45,17.18,3
750,6.50,9.74,12
750,8.75,13.12,12
1750,6.50,9.75,6
1750,7.84,11.76,6
375,6.74,10.11,24
750,6.30,9.45,3
750,10.00,15.00,3
750,10.50,15.75,3
1750,7.08,10.62,6
750,4.20,6.30,12
1000,5.50,8.25,3
750,5.23,7.84,12
750,7.95,11.93,12
750,4.10,6.15,12
375,7.86,11.79,4
750,16.12,24.18,6
750,21.00,31.50,6
200,3.94,5.91,4
750,18.49,27.74,6
750,10.83,16.25,12
750,3.46,5.19,12
500,8.63,12.95,2
375,6.54,9.81,4
750,10.89,16.33,12
750,4.99,7.49,12
750,19.17,28.76,6
750,12.00,17.99,12
1750,11.99,17.99,6
750,6.49,9.74,12
750,13.12,19.68,6
1750,10.00,15.00,6
750,8.25,12.38,12
750,12.80,19.19,12
750,8.25,12.37,12
750,3.34,5.01,12
1750,12.08,18.12,6
375,2.07,3.11,24
750,3.37,5.06,12
750,7.50,11.24,12
750,8.25,12.37,12
1750,9.44,14.16,6
1750,18.52,27.78,12
750,8.25,12.37,12
750,6.90,10.35,12
750,9.50,14.25,4
750,6.50,9.74,12
750,8.25,12.37,12
750,8.25,12.37,12
750,31.00,46.50,2
750,9.65,14.48,12
750,8.25,12.37,12
750,8.75,13.12,24
1750,7.84,11.76,6
750,6.83,10.25,12
750,34.49,51.74,2
750,13.73,20.59,12
750,31.00,46.50,2
750,22.07,33.11,4
1750,11.00,16.50,6
750,39.00,58.50,2
750,3.38,5.07,12
1750,15.33,23.00,6
1750,7.02,10.53,6
750,15.00,22.49,4
750,8.98,13.47,36
750,18.75,28.12,2
750,13.00,19.49,12
750,12.75,19.13,12
750,17.00,25.49,4
750,12.07,18.10,4
600,5.64,8.46,2
375,14.00,21.00,2
750,15.17,22.76,6
500,8.91,13.36,24
500,4.71,7.07,2
750,7.74,11.61,6
750,10.00,15.00,12
750,7.52,11.27,12
600,4.96,7.44,2
1750,13.32,19.98,6
1000,12.08,18.12,12
750,11.17,16.76,6
750,11.49,17.24,3
750,11.49,17.24,12
750,11.49,17.24,4
750,11.49,17.24,5
750,3.37,5.05,12
750,8.25,12.38,6
750,12.80,19.19,6
375,4.76,7.14,4
750,11.17,16.76,6
1750,10.99,16.49,6
500,7.47,11.20,4
750,18.75,28.12,12
500,3.73,5.59,2
750,10.01,15.01,12
1750,7.11,10.67,6
750,8.25,12.37,6
750,9.65,14.48,12
750,8.25,12.37,12
750,137.88,206.82,1
500,4.62,6.93,1
500,5.72,8.58,2
750,18.75,28.12,12
750,8.75,13.12,12
1000,7.50,11.25,12
750,7.50,11.24,12
750,5.74,9.61,12
500,3.78,5.66,3
750,8.75,13.12,12
600,5.28,7.92,1
1750,10.50,15.74,6
1750,8.20,12.30,6
500,8.63,12.95,1
750,8.89,13.33,6
750,6.30,9.45,12
1750,15.33,23.00,6
750,10.40,15.59,12
1000,15.25,22.87,6
1000,2.21,3.31,12
500,4.96,7.44,2
750,10.00,15.00,12
750,5.25,7.87,6
750,3.75,5.63,6
750,6.30,9.45,6
750,8.89,13.33,24
750,6.90,10.35,12
1750,13.00,19.50,6
750,22.13,33.20,12
750,6.90,10.35,12
750,19.30,28.95,12
750,8.67,13.01,4
750,6.50,9.74,12
750,5.74,9.61,12
750,19.99,29.99,3
750,13.75,20.63,3
1750,7.84,11.76,6
750,3.46,5.19,12
375,7.65,11.48,24
750,14.04,21.05,12
750,7.00,10.49,12
750,4.34,6.51,12
750,3.37,5.06,12
1750,7.60,11.40,6
750,8.75,13.12,12
750,7.54,11.31,12
750,5.44,8.15,12
750,12.75,19.13,12
750,22.07,33.11,1
750,12.75,19.13,12
750,7.70,11.55,12
750,13.00,19.49,24
1750,7.94,12.51,12
1750,7.08,10.62,6
750,27.00,40.50,1
1750,9.70,14.92,6
750,14.75,22.13,12
750,8.25,12.37,2
750,11.49,17.24,2
750,3.34,5.01,12
750,24.50,36.74,3
1750,18.94,28.91,6
750,5.00,7.49,12
1750,11.96,17.93,6
750,8.25,12.37,12
750,3.31,4.97,12
375,2.07,3.11,48
750,3.64,5.45,12
1750,14.75,22.12,6
750,8.25,12.37,12
750,17.00,25.49,6
200,5.49,8.24,24
500,4.74,7.11,24
750,7.54,11.31,12
1750,7.84,11.76,6
750,4.34,6.51,12
750,5.92,8.88,12
750,7.33,11.99,2
750,12.50,18.75,6
750,6.90,10.35,12
1750,24.50,36.74,2
750,7.33,11.99,6
750,6.21,9.64,3
750,18.95,28.43,2
1750,11.96,17.93,6
1750,7.47,11.21,6
750,11.49,17.24,3
1750,6.92,10.38,6
1750,7.17,10.76,6
750,13.50,20.25,3
500,4.74,7.11,4
1750,7.60,11.40,6
375,4.75,7.13,6
750,7.99,11.99,1
750,8.25,12.37,3
750,7.33,11.49,6
750,18.49,27.74,3
1750,8.20,12.30,3
750,5.92,8.88,12
750,13.74,20.99,4
750,3.71,5.57,6
750,3.34,5.01,12
750,13.00,19.49,3
750,3.38,5.07,3
750,12.50,18.75,6
1750,8.92,13.38,6
750,8.93,13.40,3
750,8.93,13.40,3
750,17.00,25.49,3
1750,7.94,12.51,6
750,3.34,5.01,12
1750,7.17,10.76,6
200,3.10,4.65,48
1750,8.92,13.38,6
750,7.00,10.49,12
1750,7.46,11.19,6
375,3.39,5.09,24
750,8.25,12.38,12
1750,7.20,10.79,6
375,1.93,2.89,24
1750,17.75,26.62,6
750,6.50,9.74,12
750,6.75,10.12,4
1750,7.04,10.56,6
1750,6.92,10.38,6
1750,7.47,11.21,12
750,7.54,11.31,12
1750,7.11,10.67,18
1750,14.75,22.12,6
500,4.74,7.11,4
1750,11.55,17.32,6
1750,10.50,15.74,6
1750,8.20,12.30,6
750,7.94,11.91,12
750,4.00,6.00,12
375,9.75,14.63,12
750,9.75,15.74,4
750,12.50,18.75,6
1750,19.16,28.74,6
750,3.67,5.50,5
750,3.64,5.45,12
750,14.04,21.05,12
750,14.93,22.40,3
1750,7.20,10.79,12
1750,7.46,11.19,6
750,4.50,6.75,12
1750,24.00,36.00,6
750,11.49,17.24,4
750,12.27,18.41,3
1750,7.20,10.79,6
1750,15.33,23.00,6
750,10.00,14.99,4
750,6.50,9.74,4
750,6.50,9.74,4
750,7.33,11.49,3
750,18.75,28.12,4
750,17.50,26.25,3
750,13.73,20.59,12
1750,8.20,12.30,6
750,26.24,39.36,3
750,4.10,6.15,12
1750,10.68,16.26,6
1750,6.92,10.38,12
750,9.75,15.74,4
750,4.87,7.55,5
750,3.33,4.99,12
750,16.79,25.19,12
750,5.23,7.84,24
750,5.50,8.24,6
1750,10.50,15.75,6
1750,18.94,28.91,6
1750,8.92,13.38,12
750,3.34,5.01,24
750,3.37,5.05,12
1750,8.74,13.36,6
750,19.17,28.76,6
750,8.25,12.38,12
750,6.49,9.74,12
375,1.71,2.56,48
750,4.18,6.60,12
750,5.26,7.89,12
1750,7.47,11.21,12
750,3.31,4.97,12
2400,28.71,43.07,4
750,10.00,14.99,12
750,7.54,11.31,12
750,3.37,5.06,12
750,10.01,15.01,6
750,10.00,14.99,6
750,9.65,14.48,12
750,12.05,18.08,12
750,4.34,6.51,12
750,8.75,13.12,12
750,7.00,10.50,12
750,8.98,13.47,12
1750,6.50,9.75,6
750,8.75,13.13,12
1750,10.49,15.74,6
750,6.70,10.05,12
1750,9.70,14.92,6
750,18.09,27.14,6
750,7.00,10.49,12
1750,7.47,11.21,12
750,12.80,19.19,12
1750,6.92,10.38,12
1750,7.20,10.79,6
750,3.37,5.06,12
1000,7.00,10.50,12
750,13.86,20.79,12
1750,14.75,22.13,6
1750,7.84,11.76,6
1750,8.20,12.30,6
750,4.62,6.92,12
375,5.00,7.50,24
750,7.70,11.55,12
750,14.75,22.13,12
750,11.03,16.55,5
750,6.49,9.74,12
1750,9.00,13.50,6
750,18.49,27.74,12
750,18.75,28.12,12
750,7.88,11.82,12
750,6.75,10.13,12
750,3.46,5.19,12
1750,8.92,13.38,6
750,16.79,25.19,12
750,3.46,5.19,12
1750,11.96,17.93,6
1750,8.20,12.30,6
750,6.50,9.74,12
1750,7.47,11.21,12
750,7.54,11.31,12
750,5.13,7.69,12
200,5.49,8.24,5
375,1.80,2.69,24
375,3.45,5.18,3
1750,7.11,10.67,6
1750,8.50,12.75,6
1750,14.75,22.12,6
750,137.88,206.82,1
750,9.65,14.48,12
375,3.21,4.81,3
750,13.73,20.59,3
750,7.54,11.31,12
750,6.83,10.25,12
750,10.00,14.99,3
1750,7.84,11.76,12
750,9.85,14.78,12
750,8.98,13.47,12
1750,5.50,8.25,6
750,12.50,18.75,6
750,6.30,9.45,12
1750,14.75,22.12,6
750,3.71,5.57,12
1750,6.92,10.38,6
500,8.91,13.36,1
750,3.37,5.06,24
200,4.71,7.07,2
750,6.16,9.24,1
750,3.37,5.05,12
375,1.90,2.85,48
1750,7.43,11.15,6
375,8.48,12.72,1
750,3.46,5.19,2
1750,7.11,10.67,6
750,7.99,11.99,1
375,2.07,3.11,24
375,1.80,2.69,24
750,3.34,5.01,24
1750,11.96,17.93,6
375,4.31,6.47,24
750,12.50,18.75,1
750,4.20,6.30,12
750,5.23,7.84,12
1000,4.76,7.14,12
750,5.78,8.67,12
500,6.17,9.25,2
750,15.75,23.63,1
1750,6.68,10.27,12
750,9.65,14.48,12
750,12.50,18.75,12
750,4.00,6.00,12
750,5.92,8.88,12
1750,8.20,12.30,6
750,3.46,5.19,5
375,7.65,11.48,4
750,4.65,6.97,12
750,6.30,9.45,12
750,4.58,6.87,2
750,16.79,25.19,12
1000,18.25,27.37,2
750,16.00,24.00,2
500,6.83,10.24,1
750,6.21,9.64,3
750,10.01,15.01,4
750,6.49,9.74,5
500,3.78,5.66,2
1750,24.50,36.74,6
750,3.44,5.16,6
1750,11.00,16.49,6
1750,7.47,11.21,18
750,18.49,27.74,12
1750,9.99,14.99,3
1750,8.79,13.69,6
750,3.34,5.01,12
750,33.60,50.39,1
500,4.74,7.11,1
375,4.75,7.13,12
750,9.65,14.47,3
500,4.95,7.43,2
750,8.25,12.37,2
200,2.01,3.02,6
1000,8.93,13.64,6
750,7.54,11.31,3
750,7.33,11.49,3
750,8.75,13.12,3
375,7.42,11.13,3
750,18.56,27.84,3
1750,8.20,12.30,3
750,7.54,11.31,12
1750,8.20,12.30,3
750,4.62,6.92,3
750,12.50,18.75,12
750,8.83,13.74,2
750,12.75,19.13,3
750,10.00,15.00,4
750,7.70,11.55,3
1750,11.29,16.94,6
750,5.13,7.69,5
750,8.83,13.74,2
750,5.15,7.73,5
750,5.13,7.69,3
750,7.52,11.27,5
1750,10.99,16.49,6
750,28.00,42.00,1
750,6.25,9.38,3
1750,9.70,14.92,6
1750,7.20,10.79,6
1750,7.17,10.76,18
750,6.30,9.45,6
1750,11.96,17.93,6
1000,11.00,16.50,6
1000,7.62,11.43,6
1000,4.05,6.08,12
750,3.34,5.01,24
750,13.74,20.99,12
1750,8.92,13.38,6
1750,27.70,41.55,6
750,3.37,5.06,12
750,7.00,10.49,12
750,7.50,11.24,12
1750,7.60,11.40,12
1750,14.75,22.12,6
750,8.25,12.37,12
750,8.25,12.37,12
1750,7.46,11.19,6
750,7.54,11.31,12
750,8.75,13.12,12
1750,8.92,13.38,6
750,14.75,22.13,12
1750,9.70,14.92,12
750,12.67,19.01,6
750,6.90,10.35,12
750,5.78,8.67,12
1750,7.20,10.79,12
1750,14.75,22.12,6
750,6.30,9.45,12
1750,12.67,20.00,6
1750,11.55,17.32,6
750,11.00,16.50,12
750,6.30,9.45,12
750,13.00,19.49,12
1750,14.75,22.13,6
750,4.00,6.00,12
1750,11.96,17.93,6
750,12.67,19.01,6
1750,17.75,26.62,6
1750,11.55,17.32,12
750,3.71,5.57,12
1750,9.70,14.92,12
1750,13.04,20.19,6
750,10.42,15.63,6
750,7.50,11.24,12
1750,15.99,23.99,6
750,4.18,6.60,12
750,6.50,9.74,12
750,10.00,15.00,12
1750,10.50,15.74,6
1750,8.20,12.30,12
750,8.98,13.47,12
750,8.67,13.01,12
750,6.50,9.74,12
1750,9.00,13.50,6
1000,2.22,3.33,12
1750,20.25,30.37,6
750,6.75,10.12,12
1750,14.75,22.12,12
750,16.79,25.19,12
750,3.34,5.01,12
750,8.25,12.37,12
750,10.01,15.01,12
1750,10.50,15.75,6
750,11.00,16.50,12
1000,6.53,9.80,2
300,6.90,10.35,1
750,13.00,19.49,3
750,10.00,14.99,12
1750,9.70,14.92,6
750,8.75,13.12,12
750,9.65,14.48,12
375,3.07,4.60,24
1750,8.20,12.30,6
375,5.50,8.25,12
200,1.75,2.63,48
750,6.21,9.64,4
1000,12.08,18.12,12
1750,6.92,10.38,12
375,1.74,2.60,24
750,7.94,11.91,2
500,4.89,7.34,1
1750,11.55,17.32,6
750,18.75,28.12,3
100,1.00,1.50,48
1750,11.02,16.53,6
750,13.74,20.99,3
1750,20.00,29.99,2
1000,18.25,27.37,48
1000,6.63,9.94,60
1000,4.40,6.59,12
750,20.47,30.71,6
1000,22.04,33.06,12
750,12.99,19.49,3
1000,4.94,7.41,12
1000,15.00,22.49,36
750,11.03,16.55,3
750,7.00,10.49,12
1750,11.96,17.93,6
1750,27.70,41.55,6
1000,17.41,26.12,60
750,9.26,14.39,3
1000,3.92,5.88,12
1000,5.17,7.75,3
1750,10.49,15.74,2
750,6.88,10.82,3
1000,21.77,32.66,24
1000,7.50,11.25,3
1000,15.25,22.87,12
1000,15.00,22.49,12
750,13.12,19.68,6
750,17.15,25.73,3
1750,6.92,10.38,12
1000,16.80,25.19,12
1000,17.50,26.25,24
750,8.25,12.38,3
1000,3.97,5.95,60
750,12.80,19.19,3
750,10.50,15.75,3
1000,4.13,6.20,12
750,7.86,11.79,12
750,3.37,5.06,12
750,18.75,28.12,3
1000,4.05,6.08,36
1000,4.29,6.44,12
1000,9.25,13.87,24
750,6.50,9.74,12
1000,7.50,11.25,12
750,18.49,27.74,3
750,8.75,13.12,12
750,9.75,15.74,3
750,7.50,11.24,3
1000,8.93,13.64,36
1000,10.24,15.35,3
1000,16.87,25.31,3
1000,4.89,7.33,12
1750,17.75,26.62,6
1000,4.00,6.00,24
1000,4.34,6.51,12
750,11.02,16.53,24
750,18.56,27.84,3
1000,6.53,9.80,12
750,5.48,8.22,3
750,6.29,9.44,3
1750,8.20,12.30,2
1000,15.54,23.31,24
750,19.99,29.99,3
1750,15.33,23.00,12
375,6.52,9.78,3
750,12.75,19.13,12
1000,16.34,24.51,12
750,8.67,13.01,12
1000,3.75,5.62,180
750,12.25,18.38,1
1000,17.25,25.88,12
750,12.50,18.75,6
750,8.67,13.01,24
1750,14.66,21.99,18
1750,14.66,21.99,2
750,8.32,12.48,3
1000,2.13,3.19,12
1000,7.62,11.43,12
1000,4.76,7.14,420
1000,3.86,5.78,3
1000,7.62,11.43,12
1000,4.06,6.09,12
1000,2.21,3.31,36
1000,7.62,11.43,12
1000,7.62,11.43,12
750,5.15,7.73,3
750,9.26,13.89,12
750,27.00,40.50,24
750,4.50,6.75,4
750,11.15,16.73,3
1000,6.14,9.21,12
750,15.69,23.54,6
750,16.76,25.14,36
1000,6.67,10.00,60
750,15.46,23.19,3
750,28.00,42.00,3
750,3.90,5.85,3
1000,15.74,23.61,12
1750,7.17,10.76,6
750,11.49,17.24,1
1750,31.50,47.24,1
750,31.20,46.79,2
375,6.54,9.81,3
750,6.87,10.81,1
750,11.49,17.24,3
750,11.49,17.24,2
750,11.49,17.24,2
750,12.30,18.45,1
750,12.50,18.75,2
750,10.50,15.75,3
750,7.54,11.31,2
750,4.65,6.97,1
750,10.00,14.99,1
375,4.75,7.13,5
1000,12.50,18.74,1
750,8.25,12.37,2
750,28.49,42.74,3
750,9.65,14.48,5
750,8.75,13.12,12
750,17.50,26.25,1
750,32.00,47.99,1
750,10.00,14.99,1
750,10.50,15.75,1
750,8.98,13.47,12
750,18.75,28.13,2
1750,8.20,12.30,1
200,5.00,7.50,2
750,10.13,15.20,3
750,10.00,15.00,1
750,19.00,28.50,6
750,12.75,19.13,2
750,11.02,16.53,1
750,12.50,18.75,6
750,12.75,19.13,2
750,13.74,20.99,1
750,5.13,7.69,2
750,9.65,14.48,1
750,6.30,9.45,2
750,11.15,16.73,12
750,10.49,15.73,1
1000,6.63,9.94,12
200,3.00,4.49,4
750,28.50,42.75,1
375,5.50,8.25,3
750,14.75,22.13,1
375,7.65,11.48,1
1000,4.34,6.51,4
750,10.00,15.00,1
750,6.21,9.64,12
750,12.99,19.49,2
1750,11.02,16.53,6
1000,11.75,17.62,12
750,12.27,18.41,6
1750,14.75,22.12,1
1000,10.24,15.35,2
750,7.50,11.24,2
750,8.67,13.01,4
1000,12.48,18.72,1
1750,20.00,29.99,6
1000,15.54,23.31,2
1000,9.25,13.87,12
1750,7.11,10.67,6
750,4.58,6.87,2
500,8.87,13.31,1
750,6.00,8.99,4
750,17.00,25.49,1
1000,4.06,6.09,2
1750,27.70,41.55,6
1000,3.97,5.95,12
375,5.50,8.25,2
1000,12.50,18.74,1
750,14.04,21.05,1
200,1.20,1.79,48
375,4.31,6.47,1
1000,16.34,24.51,6
1750,7.46,11.19,6
750,7.49,11.23,12
750,8.25,12.37,12
750,8.25,12.38,12
1750,7.11,10.67,6
750,6.50,9.74,12
750,12.67,19.01,6
1750,17.75,26.62,12
750,5.78,8.67,12
750,7.50,11.24,12
750,7.54,11.31,12
750,8.75,13.12,12
750,7.33,11.49,12
200,4.86,7.29,24
750,6.30,9.45,12
1750,7.84,11.76,6
1750,8.20,12.30,6
750,6.30,9.45,12
750,10.49,15.73,12
750,10.00,15.00,12
200,5.00,7.50,24
750,14.04,21.05,12
300,6.90,10.35,3
100,0.97,1.46,48
750,11.49,17.24,12
750,6.49,9.74,12
375,9.75,14.63,24
375,1.80,2.69,24
375,1.93,2.89,24
200,1.13,1.70,96
750,3.31,4.97,12
200,5.49,8.24,48
750,6.90,10.35,24
750,5.38,8.07,12
375,3.50,5.25,24
750,7.49,11.23,3
1000,5.31,7.97,12
200,5.00,7.50,24
750,18.49,27.74,24
600,5.28,7.92,10
200,5.00,7.50,24
375,3.05,4.57,24
1000,6.63,9.94,12
1750,15.33,23.00,3
1000,18.25,27.37,36
750,14.75,22.13,12
750,19.98,29.97,3
1000,8.00,11.99,12
1000,7.50,11.25,12
1000,12.08,18.12,12
1750,7.33,10.99,6
1000,15.00,22.49,12
375,9.09,13.64,12
750,10.00,15.00,6
750,11.17,16.76,3
1000,15.00,22.49,12
1000,3.92,5.88,12
750,6.50,9.74,12
1000,3.97,5.95,72
1000,21.77,32.66,24
750,6.50,9.75,12
1000,16.80,25.19,12
1000,9.25,13.87,12
1000,4.05,6.08,12
750,11.17,16.76,12
1000,4.25,6.38,12
1000,4.29,6.44,48
750,28.49,42.74,3
1000,11.75,17.62,72
750,10.00,15.00,12
750,11.83,17.75,1
1000,10.24,15.35,12
1000,8.93,13.64,24
1000,27.49,41.24,12
1000,4.34,6.51,12
750,37.42,56.13,3
1000,11.78,17.67,12
750,33.00,49.50,3
750,34.99,52.49,3
750,12.50,18.75,24
1000,11.34,17.01,60
750,22.99,35.48,3
750,59.99,89.99,3
750,34.49,51.74,3
750,39.00,58.50,3
1000,15.50,23.25,12
750,13.33,19.99,3
1000,15.54,23.31,36
1000,15.25,22.87,12
1000,11.00,16.50,24
1000,6.67,10.00,12
750,7.45,11.17,12
750,6.50,9.74,12
750,10.50,15.75,3
1000,7.62,11.43,12
1000,7.62,11.43,12
1000,12.50,18.74,12
1000,12.48,18.72,12
750,13.00,19.50,12
750,14.00,21.00,3
750,27.17,40.76,3
750,13.12,19.68,12
1000,7.50,11.25,12
1000,21.77,32.66,6
750,29.34,44.01,3
375,7.65,11.48,2
1000,12.08,18.12,12
750,6.90,10.35,2
1750,7.60,11.40,6
1750,7.47,11.21,6
500,7.47,11.20,12
200,2.24,3.36,1
750,12.05,18.08,2
375,10.08,15.12,2
1000,12.08,18.12,1
1000,11.34,17.01,7
1000,11.75,17.62,12
1000,11.78,17.67,1
750,5.38,8.07,4
1000,27.25,40.87,1
500,5.92,8.88,2
200,5.00,7.50,2
1750,15.33,23.00,6
1000,11.34,17.01,12
1000,17.99,26.99,1
1000,7.62,11.43,2
1000,15.54,23.31,12
375,7.42,11.13,12
750,10.42,15.63,2
1750,9.70,14.92,2
500,11.50,17.25,2
1000,9.71,14.56,1
1000,18.25,27.37,6
750,14.75,22.13,1
1750,10.99,16.49,1
375,8.48,12.72,1
1750,8.20,12.30,1
375,3.50,5.25,1
1750,7.30,10.95,1
1000,4.23,6.35,1
750,8.25,12.37,1
375,2.07,3.11,2
500,3.73,5.59,1
750,3.34,5.01,1
1000,9.25,13.87,1
1750,10.99,16.49,1
375,3.22,4.83,1
1750,12.67,20.00,1
1000,7.50,11.25,1
1000,10.00,14.99,1
1750,11.55,17.32,1
1000,7.28,10.92,1
750,22.07,33.11,1
750,11.00,16.50,1
1000,11.75,17.62,2
1750,10.50,15.75,1
750,6.77,10.15,1
1000,11.00,16.50,5
750,13.00,19.49,1
100,1.52,2.28,6
750,8.67,13.01,1
375,5.33,7.99,1
1000,7.62,11.43,3
375,7.42,11.13,1
750,10.00,15.00,1
1000,7.62,11.43,1
1000,4.75,7.13,1
750,14.04,21.05,12
750,6.75,10.12,3
750,5.15,7.73,1
1000,12.48,18.72,3
750,7.88,11.82,4
1750,11.96,17.93,6
1750,8.92,13.38,6
750,4.26,6.39,5
750,6.21,9.64,5
750,7.00,10.49,3
1750,7.46,11.19,6
750,6.50,9.74,5
1750,7.17,10.76,6
750,12.05,18.08,4
750,18.49,27.74,2
750,3.34,5.01,12
750,12.30,18.45,3
1750,14.75,22.12,6
1750,6.92,10.38,6
1750,7.47,11.21,6
750,6.50,9.74,3
750,8.25,12.37,12
1750,7.60,11.40,6
750,18.49,27.74,1
750,9.65,14.48,5
750,7.50,11.24,3
750,7.54,11.31,12
1750,7.84,11.76,6
1750,17.75,26.62,6
750,12.75,19.13,2
750,18.49,27.74,2
750,15.75,23.63,2
800,4.62,6.92,6
1750,8.20,12.30,6
1750,18.94,28.91,1
750,14.04,21.05,4
750,14.00,20.99,1
750,8.67,13.01,4
750,6.30,9.45,4
750,13.00,19.50,1
750,10.49,15.73,12
750,6.25,9.38,3
750,14.90,22.35,1
750,13.74,20.99,1
1750,7.94,12.51,6
750,12.25,18.38,3
750,3.34,5.01,12
750,12.64,19.46,1
750,11.49,17.24,2
750,6.88,10.82,2
750,9.65,14.48,1
750,8.25,12.37,12
750,7.33,11.49,2
750,4.00,6.00,12
750,8.50,12.74,2
200,1.78,2.67,48
750,10.42,15.63,2
375,6.54,9.81,4
750,3.39,5.09,12
750,7.33,11.99,2
750,10.42,15.63,1
750,12.50,18.75,4
100,1.00,1.50,144
200,1.99,2.99,144
200,2.04,3.06,24
600,20.00,30.00,1
750,8.75,13.12,12
500,4.74,7.11,2
750,7.00,10.49,4
1750,7.17,10.76,6
1750,8.92,13.38,6
750,18.09,27.14,6
750,12.00,17.99,12
500,8.91,13.36,2
750,7.54,11.31,12
750,7.54,11.31,12
750,8.75,13.12,12
750,13.74,20.99,4
500,4.74,7.11,4
375,3.39,5.09,24
375,6.54,9.81,3
750,9.75,15.74,1
100,0.97,1.46,48
375,1.99,2.98,5
750,5.78,8.67,12
375,8.48,12.72,12
750,11.49,17.24,4
500,3.73,5.59,2
375,2.74,4.11,5
375,3.00,4.50,4
1000,8.00,11.99,12
600,12.44,18.66,1
500,4.74,7.11,12
375,10.08,15.12,10
375,3.05,4.57,24
200,5.42,8.13,6
375,7.65,11.48,2
500,4.71,7.07,2
500,13.50,20.25,1
200,2.51,3.77,5
750,6.75,10.13,4
300,20.30,30.45,1
375,3.07,4.61,4
1000,4.42,6.63,4
200,3.10,4.65,6
1000,17.61,26.41,2
1000,4.05,6.08,12
750,6.88,10.82,3
1000,7.62,11.43,4
750,37.42,56.13,1
1000,10.00,14.99,3
375,3.55,5.33,4
750,6.94,10.91,3
750,10.40,15.59,2
750,5.44,8.15,1
750,17.00,25.49,1
375,3.07,4.61,2
750,11.15,16.73,3
750,7.88,11.82,1
750,4.34,6.51,2
375,7.65,11.48,1
200,1.56,2.34,2
750,5.23,7.84,2
750,8.00,12.00,1
750,3.46,5.19,1
1750,7.47,11.21,6
375,6.49,9.74,2
750,10.49,15.74,7
1750,7.43,11.15,1
750,14.04,21.05,2
200,1.96,2.93,4
1750,11.02,16.53,4
375,3.50,5.25,1
200,3.94,5.91,1
375,6.54,9.81,1
375,1.80,2.69,24
750,11.49,17.24,1
375,7.00,10.49,1
200,1.20,1.79,1
200,1.99,2.99,12
750,3.31,4.97,4
200,1.13,1.69,48
375,8.48,12.72,1
375,1.93,2.89,24
750,3.34,5.01,4
500,3.73,5.59,1
200,2.01,3.02,4
1750,14.75,22.12,1
750,7.33,11.99,2
1750,13.32,19.98,1
750,3.64,5.45,2
750,5.38,8.07,1
750,7.54,11.31,2
750,6.50,9.74,1
1750,11.55,17.32,1
200,2.50,3.75,2
500,4.74,7.11,1
750,12.75,19.13,1
750,18.49,27.74,2
375,5.00,7.50,3
750,9.65,14.48,2
375,9.75,14.63,2
200,5.49,8.24,2
750,18.75,28.12,1
750,5.92,8.88,2
375,3.22,4.83,9
100,1.00,1.50,3
750,18.75,28.12,1
375,3.05,4.57,4
375,1.99,2.98,3
750,6.30,9.45,1
750,12.50,18.75,1
1000,7.11,10.67,12
1000,6.63,9.94,12
1000,4.50,6.75,12
375,3.07,4.61,2
750,10.42,15.63,1
375,5.00,7.50,3
750,10.42,15.63,1
1750,7.05,10.58,2
375,2.26,3.39,10
750,5.23,7.84,12
200,2.51,3.77,1
375,8.25,12.38,5
750,6.30,9.45,1
750,4.93,7.39,1
500,4.71,7.07,3
750,9.85,14.78,1
750,24.50,36.74,2
750,27.00,40.50,1
200,3.00,4.49,3
375,8.25,12.38,6
1750,12.99,19.49,6
750,12.59,18.89,6
750,17.60,26.40,6
750,10.01,15.01,2
750,12.50,18.75,6
750,23.00,34.50,3
750,13.60,20.39,3
750,19.17,28.76,6
750,3.46,5.19,12
750,13.65,20.48,2
1750,7.46,11.19,6
750,18.09,27.14,6
750,12.81,19.21,6
750,11.49,17.24,4
750,21.50,32.25,6
1750,10.49,15.74,6
750,8.25,12.38,4
500,5.87,8.81,2
1750,9.99,14.99,6
1000,4.17,6.25,12
1000,4.13,6.20,12
1750,7.17,10.76,6
750,9.90,15.85,3
750,8.75,13.12,12
750,10.42,15.63,6
750,8.75,13.13,12
500,4.74,7.11,3
500,4.95,7.43,3
1000,24.99,37.49,3
1750,17.75,26.62,6
